California Department of Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private School Directory 2009-10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"February 1, 2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Enrollment,Enrollment,,,,,,,Site,Site,Site,Site,,,,,High,Number of,,,,,,,,,,,Special,Custodian,Custodian,Custodian,Custodian,Custodian,Custodian,Custodian,Custodian
79983,Orange,Anaheim Hills School/Kids Club,Orange Unified,30666217105034,714,602,6903,116 South Nohl Canyon Road,Anaheim Hills,CA,92807,mojganvasseghi@yahoo.com,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,6, ,,,,,Mrs.,Mojgan,Vasseghi,Director,Coeducational,Day Only,K,3,No,0,1,1,1,1,Yes,No,No,No,,,No,Mrs.,Lupe,Rodrigues,2757 Winter Avenue,Westminester,CA,92683,
77066,Orange,Anaheim Magnolia Christian School,Magnolia Elementary,30665896136659,714,871,4635,720 South Magnolia Avenue,Anaheim,CA,92804,info@amcsisp.com,0,1,4,3,5,6,4,3,5,8,7,2,4,0,0,52, ,,,,,Mr.,Chuck,Nordell,Administrator,Coeducational,Day Only,1,12,Yes,4,29,0,2,0,No,No,Yes,No,Religious,BAPT,No,Mr.,Chuck,Nordell,720 South Magnolia Avenue,Anaheim,CA,92804,nordell@sbcglobal.net
76444,Orange,Anneliese's School,Laguna Beach Unified,30665557096894,949,499,5527,21542 Wesley Drive,Laguna Beach,CA,92651,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20, ,,,,,Ms.,Terri,Herkimer,Administrator,Coeducational,Day Only,K,K,No,0,1,5,1,0,No,No,No,Yes,Non-religious,,No,Ms.,Terri,Herkimer,21542 Wesley Drive,Laguna Beach,CA,92651,
83501,Orange,"Anneliese's Schools, Inc.",Laguna Beach Unified,30665557053630,949,494,7388,758 Manzanita Drive,Laguna Beach,CA,92651,elise@anneliesesschools.com,18,16,8,12,0,0,0,0,0,0,0,0,0,0,0,54, ,,,,,Ms.,Lea,Abel,Director,Coeducational,Day Only,K,3,No,0,5,0,2,2,No,No,No,Yes,Non-religious,,No,Ms.,Lea,Abel,758 Manzanita Drive,laguna Beach,CA,92651,lea@anneliesesschools.com
80214,Orange,Annunciation Catholic School,Fullerton Elementary,30665066965347,714,871,6121,215 South Pine Drive,Fullerton,CA,92833,chabich@annunciationcs.org,7,9,14,16,14,16,17,14,28,0,0,0,0,0,0,135, ,,,,,Ms.,Clancy,Habich,Principal,Coeducational,Day Only,K,8,No,0,11,0,1,4,Yes,No,No,No,Religious,CC,No,Mrs.,Dee,Walls,215 South Pine Drive,Fullerton,CA,92833,dwalls@annunciationcs.oeg
73360,Orange,Arbor Christian School,Saddleback Valley Unified,30736356955868,949,855,4599,23302 El Toro Road,Lake Forest,CA,92630,faye.arbor@yahoo.com,13,7,12,4,8,8,6,0,0,0,0,0,0,0,0,58, ,,,,El Toro Baptist Christian School,Dr.,Michael ,Proud,Administrator,Coeducational,Day Only,K,6,No,0,5,0,2,0,Yes,No,No,No,Religious,BAPT,No,Mrs.,Faye,Martnick,23302 El Toro Road,Lake Forest,CA,92630,faye.arbor@yahoo.com
75756,Orange,Arborland Montessori,Fullerton Elementary,30665067066673,714,871,2311,1700 West Valencia Drive,Fullerton,CA,92833,arborlandschool@sbcglobal.net,15,16,14,5,12,9,10,0,0,0,0,0,0,0,0,81, ,,,,,Ms.,Linda,Martinez,Administrator,Coeducational,Day Only,K,6,No,0,9,3,2,14,No,No,No,Yes,Religious,NA,No,Ms.,Linda,Martinez,1700 West Valencia Drive,Fullerton,CA,92833,msmartinez@arborland.com
75812,Orange,Arborland Montessori- Hughes Campus,Fullerton Elementary,30665066139372,714,871,3111,2121 Hughes Drive,Fullerton,CA,92833,arborlandschool@gmail.com,24,15,7,1,4,0,0,0,0,0,0,0,0,0,0,51,2121 Hughes Drive,Fullerton,CA,92833,,Mrs.,Kelly ,Snider,Administrator,Coeducational,Day Only,K,4,No,0,7,3,2,18,No,No,No,Yes,Non-religious,,No,Ms.,Linda,Martinez,1700 West Valencia Drive,Fullerton,CA,92833,msmartinez@arborland.com
76545,Orange,Ari Guiragos Minassian Armenian,Santa Ana Unified,30666707015688,714,839,7831,5315 West McFadden Avenue,Santa Ana,CA,92704,parevagm@pacbell.net,10,9,7,2,5,5,7,0,0,0,0,0,0,0,0,45, ,,,,,Mrs.,Kohar ,Zaher,Principal,Coeducational,Day Only,K,6,No,0,6,4,1,1,Yes,No,No,No,Religious,APOS,No,Mrs.,Kohar ,Zaher,5315 West Mcfadden Avenue,Santa Ana,CA,92704,parevagm@pacbell.net
73885,Orange,Aslan Academy,Cypress Elementary,30664806926836,714,220,3156,"9080 Bloomfield Avenue, Space 114",Cypress,CA,90630,,0,2,2,1,2,3,1,3,3,4,3,2,2,0,0,28, ,,,,,Mrs.,Lori,Phillips,Administrator,Coeducational,Day Only,1,12,No,4,11,0,1,0,No,No,No,Yes,Religious,INTD,No,Mrs.,Lori,Phillips,"9080 Bloomfield Avenue, Space 114",Cypress,CA,90630,
82918,Orange,Beacon Day School,Orange USD,30665306130520,714,288,4200,588 North Glassell Street,Orange,CA,92867,contactbds@beacondayschool.com,0,0,1,0,1,4,5,3,1,4,1,3,0,0,0,23, ,,,,,Dr.,Cy,Estonactoc,Director,Coeducational,Day Only,K,12,Yes,0,3,0,4,25,No,No,No,Yes,Non-religious,,Yes,Ms.,Sandy,Bowen,588 North Glassell Street,Orange,CA,92867,sbowen@beacondayschool.com
82204,Orange,Bethany Christian Academy,Westminster Elementary,30667466911606,714,891,9783,13431 Edwards Street Expressway,Westminster,CA,92683,trish.harnish@bbfoc.org,14,15,12,11,15,12,16,20,14,0,0,0,0,0,0,129, ,,,,,Mr.,Lance ,Meyer,Administrator,Coeducational,Day Only,K,8,No,0,10,3,1,8,Yes,Yes,No,No,Religious,NA,No,Mrs.,Patricia,Harnish,13431 Edwards Street,Westminster,CA,92683,trish.harnish@bbfoc.org
76795,Orange,Bethel Baptist,Garden Grove Unified,30665226936991,714,839,3600,901 South Euclid,Santa Ana,CA,92704,school@bbministries.com,42,22,12,13,7,16,16,11,16,6,10,10,12,0,0,193, ,,,,,Dr.,Terry,Cantrell,Administrator,Coeducational,Day Only,K,12,Yes,5,12,5,4,14,Yes,No,No,No,Religious,BAPT,No,Mrs.,Jan,Hutter,901 South Euclid,Santa Ana,CA,92704,
78965,Orange,Bethel Baptist Academy,Centralia Elementary,30664727100035,714,521,5586,8433 Philodendron Way,Buena Park,CA,90620,bbapath@msn.com,6,5,5,6,9,5,9,10,10,6,5,5,4,18,29,132,P.O. Box 10035 ,Fullerton,CA,92838,,Mrs.,Sharon,Wallace,Administrator,Coeducational,Day Only,K,12,Yes,8,10,0,2,1,Yes,No,No,No,Religious,BAPT,No,Mrs.,Julia,Hoch,1056 El Mirador Drive,Fullerton,CA,92835,bba_julia@msn.com
72337,Orange,Blessed Sacrament Catholic,Westminster Elementary,30667466965016,714,893,7701,14146 South Olive Street,Westminster,CA,92683,jcooper@blessedsacramentsch.com,35,40,37,36,27,36,20,23,26,0,0,0,0,0,0,280, ,,,,,Miss,Roisin,McAree,Principal,Coeducational,Day Only,K,8,No,0,14,2,1,11,Yes,Yes,Yes,No,Religious,CATH,No,Mrs.,Jan,Cooper,14146 Olive Street ,Westminster,CA,92683,jcooper@blessedsacramentsch.com
77760,Orange,Brethren Christian Junior and Senior High,Huntington Beach Union High,30665486934335,714,962,6617,21141 Strathmoor Lane,Huntington Beach,CA,92646-7335,bchs.net,0,0,0,0,0,0,19,38,35,65,68,71,82,0,0,378, ,,,,,Mr.,Rick ,Niswonger,Principal,Coeducational,Day Only,6,12,Yes,60,25,4,6,5,Yes,Yes,Yes,No,Religious,NA,Yes,Mrs.,June ,Helton,21141 Strathmoor Lane,Huntington Beach,CA,92646,jhelton@bchs.net
74754,Orange,Calvary Baptist Church Preschool and Kindergarten,Anaheim City,30664236900120,714,630,6670,2780 East Wagner Avenue,Anaheim,CA,92806,dbyars@cbcanaheim.org,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17, ,,,,,Mrs.,Debra,Byars,Administrator,Coeducational,Day Only,K,K,No,0,1,1,1,1,Yes,No,No,No,Religious,BAPT,No,Mrs.,Debra,Byars,2780 East Wagner Avenue,Anaheim,CA,92806,dbyars@cbcanaheim.org
77625,Orange,Calvary Chapel Anaheim,Anaheim City,30664237083066,714,563,9620,270 East Palais Road,Anaheim,CA,92805,calvarychapelanaheim@gmail.com,7,18,23,14,20,18,12,23,10,2,2,2,3,0,0,154, ,,,,,Mr.,James,Bove,Principal,Coeducational,Day Only,K,12,Yes,0,7,0,1,4,Yes,Yes,Yes,No,Religious,CAL,No,Miss,Dee Dee,Felton,270 East Palais Road,Anaheim,CA,92805,cca.school.admin_assist@mpowercom.net
73609,Orange,Calvary Chapel Christian School of Cypre,Cypress Elementary,30664806900674,714,236,1293,5202 Lincoln Avenue,Cypress,CA,90630,rhillcccs@yahoo.com,20,17,17,14,11,18,9,0,0,0,0,0,0,0,0,106, ,,,,,Mrs.,Rene,Hill,Principal,Coeducational,Day Only,K,6,No,0,7,3,1,14,Yes,No,No,No,Religious,CAL,No,Mrs.,Mary,Stevens,5202 Lincoln Avenue,Cypress,CA,90630,rhillcccs@yahoo.com
75677,Orange,Calvary Chapel High / Maranatha Christian,Santa Ana Unified,30666706991798,714,556,0965,3800 South Fairview Street,Santa Ana,CA,92704,sherry.wilbur@calvaryschools.org,60,59,85,96,103,127,141,149,144,160,147,136,164,0,0,1571, ,,,,,Mr.,James,Henry,Superintendent,Coeducational,Day Only,K,12,Yes,158,69,20,10,39,Yes,No,No,No,Religious,NA,No,Mrs.,Lindy,McDaniel,3800 South Fairview Street,Santa Ana,CA,92704,lindy.mcdaniel@calvaryschools.org
72746,Orange,Calvary Chapel of Yorba Linda,Placentia-Yorba Linda Unified,30666477096985,714,777,7131,5401 Fairmont Boulevard,Yorba Linda,CA,92886,academy.ccyl@gmail.com,27,21,24,16,15,16,12,12,16,0,0,0,0,0,0,159, ,,,,,Mrs.,Beth,Holiday,Principal,Coeducational,Day Only,K,8,No,0,10,3,1,3,Yes,No,No,No,Religious,CAL,No,Mrs.,Beth,Holiday,5401 Fairmont Boulevard,Yorba Linda,CA,92886,beth.ccyl@gmail.com
75135,Orange,Calvary Chapel Private School Program,Santa Ana Unified,30666706202659,714,549,8727,3232 West MacArthur Boulevard ,Santa Ana,CA,92704,ccisp-costamesa@calvarychapel.com,10,15,12,20,13,23,19,22,21,27,20,28,23,0,0,253, ,,,,Calvary Chapel Independent Study Program,Mrs.,Verneice,Lounsbury,Other,Coeducational,Day Only,K,12,No,26,141,0,2,12,Yes,No,No,No,Non-religious,,No,Mrs.,Verneice,Lounsbury,3232 West MacArthur Boulevard ,Santa Ana,CA,92704,ccisp-costamesa@calvarychapel.com
75689,Orange,Calvary Christian,Tustin Unified,30736436997431,714,973,2056,1010 North Tustin Avenue,Santa Ana,CA,92705,ccschool.org,42,41,43,55,40,52,42,59,38,0,0,0,0,0,0,412, ,,,,,Mrs.,Mary,Malyon,Administrator,Coeducational,Day Only,K,8,No,0,22,10,3,19,Yes,Yes,Yes,No,Religious,NA,No,Mrs.,Gayle,Dedmon,1010 North Tustin Avenue,Santa Ana,CA,92705,GDedmon@ccschool.org
74361,Orange,Canyon Montessori Center,Orange Unified,30666216138499,714,974,1365,761 South Weir Canyon,Anaheim Hills,CA,92808,serranoheightsacademy@yahoo.com,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17, ,,,,,Mrs.,Yoshita,Jayatileke,Director,Coeducational,Day Only,K,1,No,0,2,1,0,4,No,No,No,Yes,Religious,NA,No,Mrs.,Yoshita,Jayatileke,761 Weir Canyon,Anaheim Hills,CA,92808,
77614,Orange,Capistrano Valley Christian Schools,Capistrano Unified,30664646937056,949,493,5683,32032 Del Obispo Road,San Juan Capistrano,CA,92675,dbaker@cvcs.org,14,23,15,25,32,20,18,31,36,37,25,60,52,0,0,388,32032 Del Obispo Road,San Juan Capistrano,CA,92675,,Dr.,David,Baker,Head of School,Coeducational,Day Only,K,12,Yes,46,28,5,4,30,Yes,No,No,No,Religious,NA,No,Mrs.,Miranda,Lourenco,32032 Del Obispo Road,San Juan Capistrano,CA,92675,mlourenco@cvcs.org
77801,Orange,Capo Beach Christian School,Capistrano Unified,30664646929707,949,496,3513,25975 Domingo Avenue,Capistrano Beach,CA,92624,gweinberg@capobeachchristianschool.org,6,4,7,3,7,5,3,3,7,0,0,0,0,0,0,45, ,,,,,Mrs.,Gloria,Weinberg,Principal,Coeducational,Day Only,K,8,No,0,5,0,1,5,No,Yes,No,No,Religious,EVAN,No,Mrs.,Jennifer,Domier,25975 Domingo Avenue,Capistrano Beach,CA,92624,jdomier@capobeachchristianschool.org
76063,Orange,Carden Academy of Basic Education,Saddleback Valley Unified,30736357091648,949,458,1776,24741 Chrisanta Drive,Mission Viejo,CA,92691,office@cardenacademy.com,11,22,27,27,30,17,29,18,17,0,0,0,0,0,0,198, ,,,,,Mrs.,Kathy,Angioli,Administrator,Coeducational,Day Only,K,8,No,0,16,8,7,1,Yes,No,No,No,Non-religious,,No,Mrs.,Kathy,Angioli,24741 Chrisanta Drive,Mission Viejo,CA,92691,office@cardenacademy.com
73636,Orange,Carden Academy of HuntingtonBeach,Huntington Beach City Elementary,30665306995906,714,536,1441,721 Utica Avenue,Huntington Beach,CA,92648,cardenacademyinc.org,23,14,23,16,14,20,12,19,19,0,0,0,0,0,0,160, ,,,,,Mrs.,Carol,Van Asten,Director,Coeducational,Day Only,K,8,No,0,13,1,2,2,No,No,No,Yes,Non-religious,,No,Mrs.,Edith,Hanlon,220 Nice Lane,Newport Beach,CA,92663,ediehanlon@msn.com
73321,Orange,Carden Conservatory,Ocean View Elementary,30666136921993,714,840,5127,5702 Clark Drive,Huntington Beach,CA,92649,smoses@cardenconservatory.com,12,6,5,10,5,0,8,0,7,0,0,0,0,0,0,53, ,,,,,Mrs.,Shagha,Ghonouie,Director,Coeducational,Day Only,K,8,No,0,5,3,1,2,No,No,No,Yes,Non-religious,,No,Mr.,Paul,Hunt,5702 Clark Drive,Huntington Beac,CA,92649,phunt@cardenconservatory.com
73522,Orange,"Carden Hall, Inc",Newport-Mesa Unified,30665976973259,949,645,1773,1541 Monravia Avenue,Newport Beach,CA,92663,Chek_C@cardenhall.net,64,50,45,51,49,52,47,48,37,0,0,0,0,0,0,443, ,,,,,Mrs.,Kimberly,Dablow,Administrator,Coeducational,Day Only,K,8,No,0,61,5,3,12,No,No,No,Yes,Non-religious,,No,Mrs.,Cicek,Chek,1541 Monrovia Avenue,Newport Beach,CA,92663,Chek_C@cardenhall.net
75746,Orange,Children's Choice / McDowell School,Capistrano Unified,30664646901714,949,495,5162,29028 Aloma Avenue,Laguna Niguel,CA,92677,asteenblock@mcdowellschool.org,32,33,22,16,16,14,10,0,0,0,0,0,0,0,0,143, ,,,,Children's Choice- McDowell Elementary,Mrs.,Adrienne,Steenblock,Administrator,Coeducational,Day Only,K,6,No,0,12,4,3,2,No,No,No,Yes,Non-religious,,No,Mrs.,Adrienne,Steenblock,29028 Aloma Avenue,Laguna Niguel,CA,92677,asteenblock@mcdowellschool.org
76726,Orange,"Children's Learning Center, Inc.",Centralia Elementary,30664726991764,714,821,8010,6441 Lincoln Avenue,Buena Park,CA,90620,,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,12, ,,,,,Ms.,Wendy ,Neiman,Director,Coeducational,Day Only,K,2,No,0,1,1,1,0,No,No,No,Yes,Non-religious,,No,Ms.,Wendy,Neiman,6441 Lincoln Avenue,Buena Park,CA,90620,
78877,Orange,Children's Montessori Center of Yorba Li,Placentia-Yorba Linda Unified,30666476132443,714,528,0831,17550 Yorba Linda Boulevard,Yorba Linda,CA,92886,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15, ,,,,,Mrs.,Wendy ,Sorensen,Director,Coeducational,Day Only,K,K,No,0,1,0,1,0,No,No,No,Yes,Non-religious,,No,Mrs.,Wendy,Sorensen,17550 Yorba LInda Boulevard,Yorba Linda,CA,92886,
79587,Orange,Christ Lutheran,Brea-Olinda Unified,30664496203079,714,529,0892,820 West Imperial Highway,Brea,CA,92821,jthiesfeldt@christbrea.com,15,13,15,12,4,15,13,20,11,0,0,0,0,0,0,118, ,,,,,Mr.,Jackson,Thiesfeldt,Principal,Coeducational,Day Only,K,8,No,0,7,1,1,3,Yes,No,No,No,Religious,LUTH,No,Mrs.,Jeanie,Jones,820 West Imperial Hwy,Brea,CA,92821,jjones@christbrea.com
75556,Orange,Christ Lutheran Elementary,Newport-Mesa Unified,30665976965024,949,548,6866,760 Victoria Street,Costa Mesa,CA,92627,1rnordmeyer@christcm.com,16,14,24,11,18,20,24,23,25,0,0,0,0,0,0,175, ,,,,,Mr.,Richard,Nordmeyer,Principal,Coeducational,Day Only,K,8,No,0,9,2,1,3,Yes,No,No,No,Religious,LUTH,No,Miss,Sharon,McMullen,760 Victoria Street,Costa Mesa,CA,92627,1smcmullen@christcm.com
84504,Orange,Christian Montessori Academy,Newport-Mesa Unified,30665977096597,949,645,7745,381 University Avenue,Costa Mesa,CA,92627,nbp@intmontessori.com,26,6,9,0,0,0,0,0,0,0,0,0,0,0,0,41, ,,,,,Ms.,Shirani,Senanayake,Administrator,Coeducational,Day Only,K,5,No,0,4,0,1,1,Yes,No,No,No,Religious,NA,No,Ms.,Cecilia,Prisk,2591 Irvine Avenue,Costa Mesa,CA,92627,nbp@intmontessori.com
82029,Orange,Christine North School,Garden Grove Unified,30665226206106,714,537,4574,10112 Aldgate Avenue,Garden Grove,CA,92840-1008,jvelick@gmail.com,0,0,0,1,1,1,1,0,2,0,1,1,0,0,0,8,13432 Barney Street,Westminser,CA,92683,,Mr.,John,Velick,Director,Coeducational,Day Only,1,12,No,0,1,0,3,1,No,No,No,Yes,Religious,NA,No,Mr.,John,Velick,13432 Barney Street,Westminster,CA,92683,jvelick@gmail.com
73574,Orange,Cleta Harder Developmental,La Habra City Elementary,30665636915540,562,694,5655,981 North Euclid Street,La Habra,CA,90631,JTemplin@hbic.org,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,29, ,,  ,,,Mr.,Jimmy,Templin,Executive Director,Coeducational,Day Only,K,12,No,1,5,0,1,33,Yes,Yes,Yes,No,Non-religious,,Yes,Mr.,Jimmy,Templin,981 North Euclid Street,La Habra,CA,90631,JTemplin@hbic.org
74529,Orange,Coastal Mountain Youth Academy,Capistrano Unified,30664646133854,949,498,7042,"31882 Camino Capistrano, Suite 102",San Juan Cpaistrano,CA,92675,www.cmya.org,0,0,0,0,0,0,0,0,0,1,3,5,2,0,0,11, ,,,,,Ms.,Kelley ,White,Executive Director,Coeducational,Day Only,8,12,Yes,6,1,2,1,5,Yes,No,No,No,Non-religious,,No,Ms.,Judi,Gonzales,"31882 Camino Capistrano, Suite 102",San Juan Capistrano,CA,92675,
78222,Orange,Committed Christian School,La Habra City Elementary,30665637097116,714,446,6222,1370 South Euclid Street,La Habra,CA,90631,Lori4cclh@aol.com,1,4,2,0,5,1,1,0,8,2,2,3,2,0,0,31, ,,,,,Mrs.,Lori,Cook,Administrator,Coeducational,Day Only,K,12,Yes,3,0,6,0,5,No,No,No,Yes,Religious,NA,No,Mrs.,Laura,Sanchez,1370 South Euclid Street,La Habra,CA,90631,Laurichmusic@yahoo.com
83309,Orange,Community School of Central Orange County,Anaheim City,30664237092224,714,280,0851,311 West South Street,Anaheim,CA,92805,bthomas@lawyer.com,0,1,4,3,3,3,3,4,0,0,0,0,0,0,0,21,P.O. Box 10894 ,Santa Ana,CA,92711-0894,,Mrs.,Alison,Von Helms,Administrator,Coeducational,Day Only,1,7,No,0,0,5,1,11,Yes,Yes,No,No,Religious,NA,No,Mrs.,Alison,Von Helms,311 West South Street,Anaheim,CA,92805,
79443,Orange,Coram Deo Academy ,Placentia-Yorba Linda Unified,30343066137582,951,737,9905,23101 La Palma Avenue,Yorba Linda,CA,92887,coramdeoacademy@sbcglobal.net,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,7, ,,,,,Mrs.,Christine,MacLeith,Director,Coeducational,Day Only,1,8,No,0,5,0,2,0,No,No,No,Yes,Religious,SDA,No,Mrs.,Christine,MacLeith,23101 La Palma Avenue,Yorba Linda ,CA,92887,coramdeoacademy@sbcglobal.net
75480,Orange,Coram Deo Academy,Fountain Valley Elementary,30664986200414,714,850,9130,9780 La Tierra Circle ,Fountain Valley,CA,92708,coramdeoacademy@yahoo.com,0,0,0,0,0,1,0,2,3,2,0,5,1,0,0,14, ,,  ,,,Mrs.,Rebecca,Benner,Administrator,Coeducational,Day Only,1,12,Yes,1,7,0,0,0,No,No,No,Yes,Non-religious,,No,Mrs.,Gale,Wakabayashi,9780 La Tierra Circle,Fountain Valley,CA,92708,coramdeoacademy@yahoo.com
80230,Orange,Cornelia Connelly School of the Holy Child,Anaheim Union High,30664316937080,714,776,1717,2323 West Broadway,Anaheim,CA,92804,cornelia@connellyhs.org,0,0,0,0,0,0,0,0,0,46,81,72,60,0,0,259, ,,,,,Sr.,Francine,"Gunther, SHCJ",Head of School,Girls Only,Day Only,9,12,Yes,77,18,5,4,18,Yes,No,No,No,Religious,CATH,No,Mrs.,Amanda,Taylor,2323 West Broadway,Anaheim,CA,92804,ataylor@connellyhs.org
79833,Orange,Cornerstone Community School ,Saddleback Valley Unified,30736357091770,949,595,0070,23331 Moulton Parkway,Laguna Hills,CA,92653,kidsforchrist@cornerstonecommunityschool.org,6,5,8,3,4,6,3,7,2,0,0,0,0,0,0,44, ,,  ,,,Mrs.,Sharon,Cannavo,Administrator,Coeducational,Day Only,K,8,No,0,7,0,1,1,Yes,Yes,Yes,No,Religious,EVAN,No,Mrs.,Sharon,Cannavo,26431 Pepperwood Lane,San Juan Capistrano,CA,92675,cannavofamily@mac.com
79289,Orange,Covenant Christian,Orange Unified,30666217005705,714,998,4852,1855 Orange Olive Road,Orange,CA,92865,www.covschool.org,12,15,10,12,13,11,8,10,11,0,0,0,0,0,0,102, ,,,,,Mr.,Larry,Ahl,Principal,Coeducational,Day Only,K,8,No,0,11,2,1,5,Yes,Yes,No,No,Religious,PRES,No,Mrs.,Christina,Armenta,1855 Orange Olive Road,Orange,CA,92865,carmenta@covschool.org
72237,Orange,Covenant Christian Academy,Westminster Elementary,30667467089212,714,531,9950,10101 Cunningham Avenue,Westminster,CA,92683,covenantchristian@sbcglobal.net,4,7,6,4,6,4,9,3,8,0,1,1,0,0,0,53, ,,,,,Mrs.,Nancy ,Gorrell,Principal,Coeducational,Day Only,K,12,Yes,0,11,4,1,0,Yes,Yes,Yes,No,Religious,PRES,No,Mrs.,Nancy,Gorrell,10101 Cunningham Avenue,Westminster,CA,92683,covenantchristian@sbcglobal.net
84118,Orange,Crean Lutheran High School,Irvine Unified,30736506133607,949,387,1199,4947 Alton Parkway ,Irvine,CA,92604,office@clshs.org,0,0,0,0,0,0,0,0,0,87,100,72,40,0,0,299, ,,,,,Mr.,Jeffrey,Beavers,Principal,Coeducational,Day Only,9,12,No,0,19,4,5,3,Yes,No,No,No,Religious,LUTH,No,Mrs.,Gina,Hylton,4947 Alton Parkway ,Irvine,CA,92604,hylton@clshs.org
72318,Orange,"Creek Preschool and Kindergarten, The",Orange Unified,30666217099138,714,633,0402,250 South Prospect Street,Orange,CA,92869,kacie@river47.org,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12, ,,,,Orange Covenant ,Mrs.,Stefanie,Carlson,Director,Coeducational,Day Only,K,K,No,0,1,0,0,0,Yes,Yes,No,No,Religious,EVAN,No,Mrs.,Stefanie,Carlson,250 South Prospect Street,Orange,CA,92869,
79690,Orange,Creekside Christian ,Capistrano Unified,30664647082902,949,370,3574,33122 Via La Pluma ,San Juan Capistrano,CA,92675,robisonkathleen@yahoo.com,1,2,1,5,3,8,4,3,7,3,4,6,4,0,0,51,32158 Camino Capistrano,San Juan Capistrano,CA,92675,,Mrs.,Kathleen,Robison,Administrator,Coeducational,Day Only,K,12,Yes,19,28,0,1,8,No,No,No,Yes,Religious,NA,No,Mrs.,Kathleen,Robison,33122 Via La Pluma ,San Juan Capistrano,CA,92675,robisonkathleen@yahoo.com
71962,Orange,Crescent Avenue Christian Elementary,Cypress Elementary,30664806973325,714,527,6673,5600 Crescent Avenue,Buena Park,CA,90620,cacs@roadrunner.com,11,6,10,5,5,9,2,0,0,0,0,0,0,0,0,48, , ,,,,Mrs.,Loretta,Scott,Administrator,Coeducational,Day Only,K,6,No,0,4,0,1,1,Yes,No,No,No,Religious,NAZ,No,Mrs.,Loretta,Scott,302 North Bel Air Street,Anaheim,CA,92801,lscott@cafm-cacs.com
75623,Orange,Crystal Cathedral Academy,Orange Unified,30666216901748,714,971,4159,13280 Chapman Avenue,Garden Grove,CA,92840,kmulady@crystalcathedral.org,23,30,22,28,29,34,29,15,24,26,14,29,15,0,0,318, ,,,,,Mr.,Mike,DeMaster,Principal,Coeducational,Day Only,K,12,Yes,18,24,6,2,9,Yes,No,No,No,Religious,REF,No,Mrs.,Kristen ,Mulady,13280 Chapman Avenue,Garden Grove,CA,92840,kmulady@crystalcathedral.org
76900,Orange,Cypress Branch Christian,Anaheim Union High,30664317066103,714,821,0727,2849 West Skywood Circle,Anaheim,CA,92804,,0,5,6,5,2,3,2,1,2,1,2,1,2,0,0,32, ,,,,,Mrs.,Cynthia,Kirby,Administrator,Coeducational,Day Only,1,12,Yes,0,23,0,4,0,No,No,No,Yes,Religious,NA,No,Mrs.,Cynthia,Kirby,2849 West Skywood Circle,Anaheim,CA,92804,
82143,Orange,Cypress Montessori Academy,Cypress Elementary,30664806988224,714,826,0800,8622 La Salle Street,Cypress,CA,90630,,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,,  ,,,Miss,Lianna,Pasmont,Director,Coeducational,Day Only,K,2,No,0,2,1,1,0,No,No,No,Yes,Non-religious,,No,Miss,Lianna,Pasmont,8622 La Salle Street,Cypress,CA,90630,wije56@yahoo.com
77362,Orange,Cypress Park Community Church's Little S,Cypress Elementary,30664806138549,714,828,1484,5471 Cerritos Avenue,Cypress,CA,90630,LSOTW_hagen@yahoo.com,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10, ,,,,,Mrs.,Deborah,Hagen,Administrator,Coeducational,Day Only,K,K,No,0,7,0,1,5,Yes,No,No,No,Religious,EVAN,No,Mrs.,Deborah,Hagen,5471 Cerritos Avenue,Cypress,CA,90630,LSOTW_hagen@yahoo.com
72960,Orange,Del Sol School,Cypress Elementary,30664800120295,714,828,6409,5340 Myra Avenue,Cypress,CA,90630,delsol@delsolschool.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7, ,,CA,,,Dr.,Kim,Huynen,President,Coeducational,Day Only,K,12,No,0,2,0,2,10,Yes,Yes,No,No,Non-religious,,Yes,Dr.,Kim,Huynen,5340 Myra Avenue,Cypress,CA,90630,drkim@delsolschool.com
74747,Orange,Discovery Depot Child Care Center,Placentia-Yorba Linda Unified,30666477098874,714,572,0522,16800 Imperial Highway,Yorba Linda,CA,92886,mnelson_dd@yahoo.com,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22, ,,,,,Mrs.,Michele ,Nelson,Director,Coeducational,Day Only,K,K,No,0,2,1,1,3,No,No,No,Yes,Religious,NAZ,No,Mrs.,Carol,Biniasz,16800 Imperial Highway,Yorba Linda ,CA,92886,
